position	originalpos	primaryprefix	altprefixes	localid	iri	resolvingns	humanhtml	homepage	description	title	registry
1352	1352	voidext	voidext		http://rdfs.org/ns/void-ext#						Prefix.cc
1353	1353	sam	sam		http://def.seegrid.csiro.au/isotc211/iso19156/2011/sampling#						Prefix.cc
1354	1354	shex	shex		http://www.w3.org/2013/ShEx/ns#						Prefix.cc
1355	1355	cdc	cdc		http://www.contextdatacloud.org/resource/						Prefix.cc
1356	1356	trig	trig		http://www.w3.org/2004/03/trix/rdfg-1/						Prefix.cc
1357	1357	smg	smg		http://ns.cerise-project.nl/energy/def/cim-smartgrid#						Prefix.cc
1358	1358	qu	qu		http://purl.oclc.org/NET/ssnx/qu/qu#						Prefix.cc
1359	1359	taxon	taxon		http://purl.org/biodiversity/taxon/						Prefix.cc
1360	1360	parl	parl		http://reference.data.gov.uk/def/parliament/						Prefix.cc
1361	1361	fma	fma		http://sig.uw.edu/fma#						Prefix.cc
1362	1362	bis	bis		http://bis.270a.info/dataset/						Prefix.cc
1363	1363	physo	physo		http://merlin.phys.uni.lodz.pl/onto/physo/physo.owl#						Prefix.cc
1364	1364	esaloj	esaloj		http://vocab.linkeddata.es/datosabiertos/def/turismo/alojamiento#						Prefix.cc
1365	1365	ebucore	ebucore		http://www.ebu.ch/metadata/ontologies/ebucore/ebucore#						Prefix.cc
1366	1366	tm	tm		http://def.seegrid.csiro.au/isotc211/iso19108/2002/temporal#						Prefix.cc
1367	1367	naval	naval		http://rdf.muninn-project.org/ontologies/naval#						Prefix.cc
1368	1368	rdarel2	rdarel2		http://metadataregistry.org/uri/schema/RDARelationshipsGR2/						Prefix.cc
1369	1369	roadmap	roadmap		http://mappings.roadmap.org/						Prefix.cc
1370	1370	vmm	vmm		http://spi-fm.uca.es/spdef/models/genericTools/vmm/1.0#						Prefix.cc
1371	1371	xapi	xapi		http://purl.org/xapi/ontology#						Prefix.cc
1372	1372	wikimedia	wikimedia		http://upload.wikimedia.org/wikipedia/commons/f/f6/						Prefix.cc
1373	1373	psys	psys		http://www.ontotext.com/proton/protonsys#						Prefix.cc
1374	1374	tac	tac		http://ns.bergnet.org/tac/0.1/triple-access-control#						Prefix.cc
1375	1375	lmf	lmf		http://www.lexinfo.net/lmf#						Prefix.cc
1376	1376	gf	gf		http://def.seegrid.csiro.au/isotc211/iso19109/2005/feature#						Prefix.cc
1377	1377	geos	geos		http://www.telegraphis.net/ontology/geography/geography#						Prefix.cc
1378	1378	ecc	ecc		https://ns.eccenca.com/						Prefix.cc
1379	1379	spfood	spfood		http://kmi.open.ac.uk/projects/smartproducts/ontologies/food.owl#						Prefix.cc
1380	1380	escjr	escjr		http://vocab.linkeddata.es/datosabiertos/def/urbanismo-infraestructuras/callejero#						Prefix.cc
1381	1381	geovoid	geovoid		http://purl.org/geovocamp/ontology/geovoid/						Prefix.cc
1382	1382	pattern	pattern		http://www.essepuntato.it/2008/12/pattern#						Prefix.cc
1383	1383	omnlife	omnlife		http://open-multinet.info/ontology/omn-lifecycle#						Prefix.cc
1384	1384	citof	citof		http://www.essepuntato.it/2013/03/cito-functions#						Prefix.cc
1385	1385	voidwh	voidwh		http://www.ics.forth.gr/isl/VoIDWarehouse/VoID_Extension_Schema.owl#						Prefix.cc
1386	1386	rdag2	rdag2		http://rdvocab.info/ElementsGr2/						Prefix.cc
1387	1387	sao	sao		http://salt.semanticauthoring.org/ontologies/sao#						Prefix.cc
1388	1388	oils	oils		http://lemon-model.net/oils#						Prefix.cc
1389	1389	galaksiya	galaksiya		http://ontoloji.galaksiya.com/vocab/						Prefix.cc
1390	1390	hr	hr		http://iserve.kmi.open.ac.uk/ns/hrests#						Prefix.cc
1391	1391	wro	wro		http://purl.org/net/wf4ever/ro#						Prefix.cc
1392	1392	st	st		http://semweb.mmlab.be/ns/stoptimes#						Prefix.cc
1393	1393	pnc	pnc		http://data.press.net/ontology/classification/						Prefix.cc
1394	1394	ext	ext		http://def.seegrid.csiro.au/isotc211/iso19115/2003/extent#						Prefix.cc
1395	1395	security	security		http://securitytoolbox.appspot.com/securityMain#						Prefix.cc
1396	1396	form	form		http://deductions-software.com/ontologies/forms.owl.ttl#						Prefix.cc
1397	1397	scip	scip		http://lod.taxonconcept.org/ontology/sci_people.owl#						Prefix.cc
1398	1398	lc	lc		http://semweb.mmlab.be/ns/linkedconnections#						Prefix.cc
1399	1399	ilap	ilap		http://data.posccaesar.org/ilap/						Prefix.cc
1400	1400	mico	mico		http://www.mico-project.eu/ns/platform/1.0/schema#						Prefix.cc
1401	1401	nerd	nerd		http://nerd.eurecom.fr/ontology#						Prefix.cc
1402	1402	guo	guo		http://purl.org/hpi/guo#						Prefix.cc
1403	1403	odo	odo		http://ocean-data.org/schema/						Prefix.cc
1404	1404	bbcprov	bbcprov		http://www.bbc.co.uk/ontologies/provenance/						Prefix.cc
1405	1405	oan	oan		http://data.lirmm.fr/ontologies/oan/						Prefix.cc
1406	1406	npdv	npdv		http://sws.ifi.uio.no/vocab/npd#						Prefix.cc
1407	1407	sh	sh		http://www.w3.org/ns/shacl#						Prefix.cc
1408	1408	scoro	scoro		http://purl.org/spar/scoro/						Prefix.cc
1409	1409	bmo	bmo		http://collection.britishmuseum.org/id/ontology/						Prefix.cc
1410	1410	reegle	reegle		http://reegle.info/schema#						Prefix.cc
1411	1411	sbench	sbench		http://swat.cse.lehigh.edu/onto/univ-bench.owl#						Prefix.cc
1412	1412	basic	basic		http://def.seegrid.csiro.au/isotc211/iso19103/2005/basic#						Prefix.cc
1413	1413	pni	pni		http://data.press.net/ontology/identifier/						Prefix.cc
1414	1414	dicom	dicom		http://purl.org/healthcarevocab/v1#						Prefix.cc
1415	1415	gm	gm		http://def.seegrid.csiro.au/isotc211/iso19107/2003/geometry#						Prefix.cc
1416	1416	lso	lso		http://linkedspending.aksw.org/ontology/						Prefix.cc
1417	1417	hdo	hdo		http://www.samos.gr/ontologies/helpdeskOnto.owl#						Prefix.cc
1418	1418	keys	keys		http://purl.org/NET/c4dm/keys.owl#						Prefix.cc
1419	1419	pnt	pnt		http://data.press.net/ontology/tag/						Prefix.cc
1420	1420	ic	ic		http://imi.ipa.go.jp/ns/core/210#						Prefix.cc
1421	1421	h2o	h2o		http://def.seegrid.csiro.au/isotc211/iso19150/-2/2012/basic#						Prefix.cc
1422	1422	bgn	bgn		http://bibliograph.net/schemas/						Prefix.cc
1423	1423	wn31	wn31		http://wordnet-rdf.princeton.edu/wn31/						Prefix.cc
1424	1424	aws	aws		http://purl.oclc.org/NET/ssnx/meteo/aws#						Prefix.cc
1425	1425	gts	gts		http://resource.geosciml.org/ontology/timescale/gts#						Prefix.cc
1426	1426	mmf	mmf		http://linkedmultimedia.org/sparql-mm/ns/1.0.0/function#						Prefix.cc
1427	1427	stories	stories		http://purl.org/ontology/stories/						Prefix.cc
1428	1428	bevon	bevon		http://rdfs.co/bevon/						Prefix.cc
1429	1429	maso	maso		http://securitytoolbox.appspot.com/MASO#						Prefix.cc
1430	1430	isocat	isocat		http://www.isocat.org/datcat/						Prefix.cc
1431	1431	ldr	ldr		http://purl.oclc.org/NET/ldr/ns#						Prefix.cc
1432	1432	ls	ls		http://linkedspending.aksw.org/instance/						Prefix.cc
1433	1433	ramon	ramon		http://rdfdata.eionet.europa.eu/ramon/ontology/						Prefix.cc
1434	1434	spcm	spcm		http://spi-fm.uca.es/spdef/models/deployment/spcm/1.0#						Prefix.cc
1435	1435	ccrel	ccrel		http://creativecommons.org/ns#						Prefix.cc
1436	1436	ignf	ignf		http://data.ign.fr/def/ignf#						Prefix.cc
1437	1437	doas	doas		http://deductions-software.com/ontologies/doas.owl.ttl#						Prefix.cc
1438	1438	dcs	dcs		http://ontologi.es/doap-changeset#						Prefix.cc
1439	1439	mmd	mmd		http://musicbrainz.org/ns/mmd-1.0#						Prefix.cc
1440	1440	oplcb	oplcb		http://www.openlinksw.com/schemas/crunchbase#						Prefix.cc
1441	1441	oslo	oslo		http://purl.org/oslo/ns/localgov#						Prefix.cc
1442	1442	swpm	swpm		http://spi-fm.uca.es/spdef/models/deployment/swpm/1.0#						Prefix.cc
1443	1443	limo	limo		http://www.purl.org/limo-ontology/limo#						Prefix.cc
1444	1444	as	as		http://www.w3.org/ns/activitystreams#						Prefix.cc
1445	1445	oplcert	oplcert		http://www.openlinksw.com/schemas/cert#						Prefix.cc
1446	1446	sw	sw		http://linkedwidgets.org/statisticalwidget/ontology/						Prefix.cc
1447	1447	oss	oss		http://opendata.caceres.es/def/ontosemanasanta#						Prefix.cc
1448	1448	kegg	kegg		http://bio2rdf.org/ns/kegg#						Prefix.cc
1449	1449	acrt	acrt		http://privatealpha.com/ontology/certification/1#						Prefix.cc
1450	1450	xlime	xlime		http://xlime-project.org/vocab/						Prefix.cc
1451	1451	shw	shw		http://paul.staroch.name/thesis/SmartHomeWeather.owl#						Prefix.cc
1452	1452	bbccore	bbccore		http://www.bbc.co.uk/ontologies/coreconcepts/						Prefix.cc
1453	1453	bgcat	bgcat		http://bg.dbpedia.org/resource/Категория:						Prefix.cc
1454	1454	nex	nex		http://www.nexml.org/2009/						Prefix.cc
1455	1455	gpml	gpml		http://vocabularies.wikipathways.org/gpml#						Prefix.cc
1456	1456	lpeu	lpeu		http://purl.org/linkedpolitics/vocabulary/eu/plenary/						Prefix.cc
1457	1457	gov	gov		http://gov.genealogy.net/ontology.owl#						Prefix.cc
1458	1458	itm	itm		http://spi-fm.uca.es/spdef/models/genericTools/itm/1.0#						Prefix.cc
1459	1459	locah	locah		http://data.archiveshub.ac.uk/def/						Prefix.cc
1460	1460	lio	lio		http://purl.org/net/lio#						Prefix.cc
1461	1461	hp	hp		http://pictogram.tokyo/vocabulary#						Prefix.cc
1462	1462	bbccms	bbccms		http://www.bbc.co.uk/ontologies/cms/						Prefix.cc
1463	1463	oad	oad		http://lod.xdams.org/reload/oad/						Prefix.cc
1464	1464	deps	deps		http://ontologi.es/doap-deps#						Prefix.cc
1465	1465	affymetrix	affymetrix		http://bio2rdf.org/affymetrix_vocabulary:						Prefix.cc
1466	1466	dannet	dannet		http://www.wordnet.dk/owl/instance/2009/03/instances/						Prefix.cc
1467	1467	dsn	dsn		http://purl.org/dsnotify/vocab/eventset/						Prefix.cc
1468	1468	odrs	odrs		http://schema.theodi.org/odrs#						Prefix.cc
1469	1469	cpant	cpant		http://purl.org/NET/cpan-uri/terms#						Prefix.cc
1470	1470	loted	loted		http://loted.eu/ontology#						Prefix.cc
1471	1471	dpc	dpc		http://hospee.org/ontologies/dpc/						Prefix.cc
1472	1472	gl	gl		http://schema.geolink.org/						Prefix.cc
1473	1473	pod	pod		https://project-open-data.cio.gov/v1.1/schema/#						Prefix.cc
1474	1474	bv	bv		http://purl.org/vocommons/bv#						Prefix.cc
1475	1475	date	date		http://contextus.net/ontology/ontomedia/misc/date#						Prefix.cc
1476	1476	oboinowl	oboinowl		http://www.geneontology.org/formats/oboInOwl#						Prefix.cc
1477	1477	bibrm	bibrm		http://vocab.ub.uni-leipzig.de/bibrm/						Prefix.cc
1478	1478	rs	rs		http://spektrum.ctu.cz/ontologies/radio-spectrum#						Prefix.cc
1479	1479	olca	olca		http://www.lingvoj.org/olca#						Prefix.cc
1480	1480	opengov	opengov		http://www.w3.org/opengov#						Prefix.cc
1481	1481	oplmkt	oplmkt		http://www.openlinksw.com/ontology/market#						Prefix.cc
1482	1482	rvdata	rvdata		http://data.rvdata.us/						Prefix.cc
1483	1483	rmo	rmo		http://eatld.et.tu-dresden.de/rmo#						Prefix.cc
1484	1484	rdacct	rdacct		http://rdaregistry.info/termList/CollTitle/						Prefix.cc
1485	1485	rdagd	rdagd		http://rdaregistry.info/termList/gender/						Prefix.cc
1486	1486	lemonuby	lemonuby		http://lemon-model.net/lexica/uby/						Prefix.cc
1487	1487	rdamt	rdamt		http://rdaregistry.info/termList/RDAMediaType/						Prefix.cc
1488	1488	d0	d0		http://ontologydesignpatterns.org/ont/wikipedia/d0.owl#						Prefix.cc
1489	1489	yo	yo		http://yovisto.com/						Prefix.cc
1490	1490	bner	bner		http://datos.bne.es/resource/						Prefix.cc
1491	1491	religion	religion		http://rdf.muninn-project.org/ontologies/religion#						Prefix.cc
1492	1492	pim	pim		http://www.w3.org/ns/pim/space#						Prefix.cc
1493	1493	rdapo	rdapo		http://rdaregistry.info/termList/RDAPolarity/						Prefix.cc
1494	1494	ecgl	ecgl		http://schema.geolink.org/						Prefix.cc
1495	1495	oplecrm	oplecrm		http://www.openlinksw.com/ontology/ecrm#						Prefix.cc
1496	1496	wb	wb		http://data.worldbank.org/						Prefix.cc
1497	1497	sakthi	sakthi		http://infotech.nitk.ac.in/research-scholars/sakthi-murugan-r/						Prefix.cc
1498	1498	glview	glview		http://schema.geolink.org/dev/view/						Prefix.cc
1499	1499	rdami	rdami		http://rdaregistry.info/termList/modeIssue/						Prefix.cc
1500	1500	rdarm	rdarm		http://registry.info/termList/recMedium/						Prefix.cc
1501	1501	clirio	clirio		http://clirio.kaerle.com/clirio.owl#						Prefix.cc
1502	1502	esequip	esequip		http://vocab.linkeddata.es/datosabiertos/def/urbanismo-infraestructuras/equipamiento#						Prefix.cc
1503	1503	lsd	lsd		http://linkedwidgets.org/statisticaldata/ontology/						Prefix.cc
1504	1504	caplibacl	caplibacl		http://schemas.capita-libraries.co.uk/2015/acl/schema#						Prefix.cc
1505	1505	ontosec	ontosec		http://www.semanticweb.org/ontologies/2008/11/OntologySecurity.owl#						Prefix.cc
1506	1506	condition	condition		http://www.kinjal.com/condition:						Prefix.cc
1507	1507	ldvm	ldvm		http://linked.opendata.cz/ontology/ldvm/						Prefix.cc
1508	1508	seas	seas		http://purl.org/NET/seas#						Prefix.cc
1509	1509	rdaemm	rdaemm		http://rdaregistry.info/termList/emulsionMicro/						Prefix.cc
1510	1510	xcql	xcql		http://docs.oasis-open.org/ns/search-ws/xcql#						Prefix.cc
1511	1511	rdafr	rdafr		http://rdaregistry.info/termList/frequency/						Prefix.cc
1512	1512	ljkl	ljkl		http://teste.com/						Prefix.cc
1513	1513	bgdbp	bgdbp		http://bg.dbpedia.org/property/						Prefix.cc
1514	1514	rdabm	rdabm		http://rdaregistry.info/termList/RDABaseMaterial/						Prefix.cc
1515	1515	dicera	dicera		http://semweb.mmlab.be/ns/dicera#						Prefix.cc
1516	1516	rdacc	rdacc		http://rdaregistry.info/termList/RDAColourContent/						Prefix.cc
1517	1517	bridge	bridge		http://purl.org/vocommons/bridge#						Prefix.cc
1518	1518	vidont	vidont		http://vidont.org/						Prefix.cc
1519	1519	ecglview	ecglview		http://schema.geolink.org/view/						Prefix.cc
1520	1520	rdaftn	rdaftn		http://rdaregistry.info/termList/TacNotation/						Prefix.cc
1521	1521	escom	escom		http://vocab.linkeddata.es/datosabiertos/def/comercio/tejidoComercial#						Prefix.cc
1522	1522	shoah	shoah		http://dati.cdec.it/lod/shoah/						Prefix.cc
1523	1523	rdact	rdact		http://rdaregistry.info/termList/RDACarrierType/						Prefix.cc
1524	1524	onc	onc		http://www.ics.forth.gr/isl/oncm/core#						Prefix.cc
1525	1525	c9d	c9d		http://purl.org/twc/vocab/conversion/						Prefix.cc
1526	1526	rdafs	rdafs		http://rdaregistry.info/termList/fontSize/						Prefix.cc
1527	1527	foo	foo		http://filmontology.org/ontology/1.0/						Prefix.cc
1528	1528	oae	oae		http://www.ics.forth.gr/isl/oae/core#						Prefix.cc
1529	1529	omnfed	omnfed		http://open-multinet.info/ontology/omn-federation#						Prefix.cc
1530	1530	rdatc	rdatc		http://rdaregistry.info/termList/trackConfig/						Prefix.cc
1531	1531	xrd	xrd		http://docs.oasis-open.org/ns/xri/xrd-1.0#						Prefix.cc
1532	1532	espresup	espresup		http://vocab.linkeddata.es/datosabiertos/def/hacienda/presupuestos#						Prefix.cc
1533	1533	esco	esco		http://data.europa.eu/esco/model#						Prefix.cc
1534	1534	chembl	chembl		http://rdf.ebi.ac.uk/terms/chembl#						Prefix.cc
1535	1535	ev	ev		http://www.w3.org/2001/xml-events/						Prefix.cc
1536	1536	lcdr	lcdr		http://ns.lucid-project.org/revision/						Prefix.cc
1537	1537	rdagrp	rdagrp		http://rdaregistry.info/termList/groovePitch/						Prefix.cc
1538	1538	lw	lw		http://linkedwidgets.org/ontologies/						Prefix.cc
1539	1539	rdafmn	rdafmn		http://rdaregistry.info/termList/MusNotation/						Prefix.cc
1540	1540	rdafnv	rdafnv		http://rdaregistry.info/termList/noteForm/						Prefix.cc
1541	1541	rdagw	rdagw		http://rdaregistry.info/termList/grooveWidth/						Prefix.cc
1542	1542	rdaco	rdaco		http://rdaregistry.info/termList/RDAContentType/						Prefix.cc
1543	1543	ha	ha		http://sensormeasurement.appspot.com/ont/home/homeActivity#						Prefix.cc
1544	1544	rdafnm	rdafnm		http://rdaregistry.info/termList/FormNoteMus/						Prefix.cc
1545	1545	rdarr	rdarr		http://rdaregistry.info/termList/RDAReductionRatio/						Prefix.cc
1546	1546	emtr	emtr		http://purl.org/NET/ssnext/electricmeters#						Prefix.cc
1547	1547	eccrev	eccrev		https://vocab.eccenca.com/revision/						Prefix.cc
1548	1548	oxi	oxi		http://omerxi.com/ontologies/core.owl.ttl#						Prefix.cc
1549	1549	company	company		http://intellimind.io/ns/company#						Prefix.cc
1550	1550	owsom	owsom		https://onlinesocialmeasures.wordpress.com/						Prefix.cc
1551	1551	eurostat	eurostat		http://wifo5-04.informatik.uni-mannheim.de/eurostat/resource/eurostat/						Prefix.cc
1552	1552	insdc	insdc		http://ddbj.nig.ac.jp/ontologies/sequence#						Prefix.cc
1553	1553	rdasco	rdasco		http://rdaregistry.info/termList/soundCont/						Prefix.cc
1554	1554	rdasoi	rdasoi		http://rdaregistry.info/termList/statIdentification/						Prefix.cc
1555	1555	san	san		http://www.irit.fr/recherches/MELODI/ontologies/SAN.owl#						Prefix.cc
1556	1556	bnf	bnf		http://www.w3.org/2000/10/swap/grammar/bnf#						Prefix.cc
1557	1557	bgdbr	bgdbr		http://bg.dbpedia.org/resource/						Prefix.cc
1558	1558	vacseen1	vacseen1		http://www.semanticweb.org/parthasb/ontologies/2014/6/vacseen1/						Prefix.cc
1559	1559	changeset	changeset		http://purl.org/vocab/changeset/schema#						Prefix.cc
1560	1560	rdapmt	rdapmt		http://rdaregistry.info/termList/prodTactile/						Prefix.cc
1561	1561	rdatr	rdatr		http://rdaregistry.info/termList/typeRec/						Prefix.cc
1562	1562	rdabf	rdabf		http://rdaregistry.info/termList/bookFormat/						Prefix.cc
1563	1563	lden	lden		http://www.linklion.org/lden/						Prefix.cc
1564	1564	verb	verb		http://w3id.org/verb/						Prefix.cc
1565	1565	cpsv	cpsv		http://purl.org/vocab/cpsv#						Prefix.cc
1566	1566	traffic	traffic		http://www.sensormeasurement.appspot.com/ont/transport/traffic#						Prefix.cc
1567	1567	ncit	ncit		http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#						Prefix.cc
1568	1568	bn	bn		http://babelnet.org/rdf/						Prefix.cc
1569	1569	lindt	lindt		http://purl.org/NET/lindt#						Prefix.cc
1570	1570	fdbp	fdbp		http://fr.dbpedia.org/property/						Prefix.cc
1571	1571	lawd	lawd		http://lawd.info/ontology/						Prefix.cc
1572	1572	beth	beth		http://www.google.com/						Prefix.cc
1573	1573	saws	saws		http://purl.org/saws/ontology#						Prefix.cc
1574	1574	um	um		http://intelleo.eu/ontologies/user-model/ns/						Prefix.cc
1575	1575	tadirah	tadirah		http://tadirah.dariah.eu/vocab/						Prefix.cc
1576	1576	faldo	faldo		http://biohackathon.org/resource/faldo#						Prefix.cc
1577	1577	vag	vag		http://www.essepuntato.it/2013/10/vagueness/						Prefix.cc
1578	1578	hasneto	hasneto		http://hadatac.org/ont/hasneto#						Prefix.cc
1579	1579	bfo	bfo		http://www.ifomis.org/bfo/1.1#						Prefix.cc
1580	1580	rml	rml		http://semweb.mmlab.be/ns/rml#						Prefix.cc
1581	1581	phdd	phdd		http://rdf-vocabulary.ddialliance.org/phdd#						Prefix.cc
1582	1582	ubiq	ubiq		http://server.ubiqore.com/ubiq/core#						Prefix.cc
1583	1583	vstoi	vstoi		http://hadatac.org/ont/vstoi#						Prefix.cc
1584	1584	rdaz	rdaz		http://rdaregistry.info/Elements/z/						Prefix.cc
1585	1585	mtlo	mtlo		http://www.ics.forth.gr/isl/MarineTLO/v4/marinetlo.owl#						Prefix.cc
1586	1586	lmx	lmx		http://www.w3.org/XML/1998/namespace/						Prefix.cc
1587	1587	td5	td5		http://td5.org/#						Prefix.cc
1588	1588	webservice	webservice		http://www.openlinksw.com/ontology/webservices#						Prefix.cc
1589	1589	quantity	quantity		http://qudt.org/schema/quantity#						Prefix.cc
1590	1590	decision	decision		https://decision-ontology.googlecode.com/svn/trunk/decision.owl#						Prefix.cc
1591	1591	oml	oml		http://def.seegrid.csiro.au/ontology/om/om-lite#						Prefix.cc
1592	1592	fnabox	fnabox		http://www.ontologydesignpatterns.org/ont/framenet/abox/						Prefix.cc
1593	1593	faq	faq		http://www.openlinksw.com/ontology/faq#						Prefix.cc
1594	1594	uneskos	uneskos		http://purl.org/voc/uneskos#						Prefix.cc
1595	1595	esdir	esdir		http://vocab.linkeddata.es/datosabiertos/def/urbanismo-infraestructuras/direccionPostal#						Prefix.cc
1596	1596	odbc	odbc		http://www.openlinksw.com/ontology/odbc#						Prefix.cc
1597	1597	d2d	d2d		http://rdfns.org/d2d/						Prefix.cc
1598	1598	mexcore	mexcore		http://mex.aksw.org/mex-core#						Prefix.cc
1599	1599	llont	llont		http://www.linklion.org/ontology#						Prefix.cc
1600	1600	imind	imind		http://schema.intellimind.ns/symbology#						Prefix.cc
1601	1601	piero	piero		http://reactionontology.org/piero/						Prefix.cc
1602	1602	mbgd	mbgd		http://mbgd.genome.ad.jp/owl/mbgd.owl#						Prefix.cc
